Fiscal Year,Region,Gender,Race/Ethnicity,Same Race/Ethnicity as Adoptive Parent,Age Group,Consummated Adoptions
2012,6-Houston,Male,African American,Yes,Six to Twelve Years Old,61
2012,6-Houston,Male,African American,Yes,Thirteen to Eighteen Years Old,22
2012,6-Houston,Male,African American,No,Birth to Five Years Old,38
2012,6-Houston,Male,African American,No,Six to Twelve Years Old,8
2012,6-Houston,Male,African American,No,Thirteen to Eighteen Years Old,4
2012,6-Houston,Male,Anglo,Yes,Birth to Five Years Old,61
2012,6-Houston,Male,Anglo,Yes,Six to Twelve Years Old,45
2012,6-Houston,Male,Anglo,Yes,Thirteen to Eighteen Years Old,7
2012,6-Houston,Male,Anglo,No,Birth to Five Years Old,13
2012,6-Houston,Male,Anglo,No,Six to Twelve Years Old,11
2012,6-Houston,Male,Anglo,No,Thirteen to Eighteen Years Old,1
2012,6-Houston,Male,Hispanic,Yes,Birth to Five Years Old,42
2012,6-Houston,Male,Hispanic,Yes,Six to Twelve Years Old,17
2012,6-Houston,Male,Hispanic,Yes,Thirteen to Eighteen Years Old,2
2012,6-Houston,Male,Hispanic,No,Birth to Five Years Old,63
2012,6-Houston,Male,Hispanic,No,Six to Twelve Years Old,31
2012,6-Houston,Male,Hispanic,No,Thirteen to Eighteen Years Old,6
2012,6-Houston,Male,Other,No,Birth to Five Years Old,26
2012,6-Houston,Male,Other,No,Six to Twelve Years Old,10
2012,6-Houston,Male,Other,No,Thirteen to Eighteen Years Old,2
2012,7-Austin,Female,African American,Yes,Birth to Five Years Old,32
2012,7-Austin,Female,African American,Yes,Six to Twelve Years Old,13
2012,7-Austin,Female,African American,Yes,Thirteen to Eighteen Years Old,3
2012,7-Austin,Female,African American,No,Birth to Five Years Old,10
2012,7-Austin,Female,African American,No,Six to Twelve Years Old,4
2012,7-Austin,Female,African American,No,Thirteen to Eighteen Years Old,1
2012,7-Austin,Female,Anglo,Yes,Birth to Five Years Old,47
2012,7-Austin,Female,Anglo,Yes,Six to Twelve Years Old,13
2012,7-Austin,Female,Anglo,Yes,Thirteen to Eighteen Years Old,16
2012,7-Austin,Female,Anglo,No,Birth to Five Years Old,7
2012,7-Austin,Female,Anglo,No,Six to Twelve Years Old,4
2012,7-Austin,Female,Anglo,No,Thirteen to Eighteen Years Old,1
2012,7-Austin,Female,Asian,No,Six to Twelve Years Old,1
2012,7-Austin,Female,Hispanic,Yes,Birth to Five Years Old,32
2012,7-Austin,Female,Hispanic,Yes,Six to Twelve Years Old,10
2012,7-Austin,Female,Hispanic,Yes,Thirteen to Eighteen Years Old,5
2012,7-Austin,Female,Hispanic,No,Birth to Five Years Old,43
2012,7-Austin,Female,Hispanic,No,Six to Twelve Years Old,27
2012,7-Austin,Female,Hispanic,No,Thirteen to Eighteen Years Old,6
2012,7-Austin,Female,Other,No,Birth to Five Years Old,19
2012,7-Austin,Female,Other,No,Six to Twelve Years Old,1
2012,7-Austin,Male,African American,Yes,Birth to Five Years Old,22
2012,7-Austin,Male,African American,Yes,Six to Twelve Years Old,18
2012,7-Austin,Male,African American,No,Birth to Five Years Old,16
2012,7-Austin,Male,African American,No,Six to Twelve Years Old,9
2012,7-Austin,Male,African American,No,Thirteen to Eighteen Years Old,2
2012,7-Austin,Male,Anglo,Yes,Birth to Five Years Old,41
2012,7-Austin,Male,Anglo,Yes,Six to Twelve Years Old,27
2012,7-Austin,Male,Anglo,Yes,Thirteen to Eighteen Years Old,7
2012,7-Austin,Male,Anglo,No,Birth to Five Years Old,15
2012,7-Austin,Male,Anglo,No,Six to Twelve Years Old,9
2012,7-Austin,Male,Anglo,No,Thirteen to Eighteen Years Old,2
2012,7-Austin,Male,Hispanic,Yes,Birth to Five Years Old,31
2012,7-Austin,Male,Hispanic,Yes,Six to Twelve Years Old,9
2012,7-Austin,Male,Hispanic,Yes,Thirteen to Eighteen Years Old,1
2012,7-Austin,Male,Hispanic,No,Birth to Five Years Old,35
2012,7-Austin,Male,Hispanic,No,Six to Twelve Years Old,32
2012,7-Austin,Male,Hispanic,No,Thirteen to Eighteen Years Old,6
2012,7-Austin,Male,Native American,No,Six to Twelve Years Old,1
2012,7-Austin,Male,Other,No,Birth to Five Years Old,16
2012,7-Austin,Male,Other,No,Six to Twelve Years Old,6
2012,7-Austin,Male,Other,No,Thirteen to Eighteen Years Old,2
2012,8-San Antonio,Female,African American,Yes,Birth to Five Years Old,16
2012,8-San Antonio,Female,African American,Yes,Six to Twelve Years Old,6
2012,8-San Antonio,Female,African American,Yes,Thirteen to Eighteen Years Old,5
2012,8-San Antonio,Female,African American,No,Birth to Five Years Old,17
2012,8-San Antonio,Female,African American,No,Six to Twelve Years Old,1
2012,8-San Antonio,Female,Anglo,Yes,Birth to Five Years Old,30
2012,8-San Antonio,Female,Anglo,Yes,Six to Twelve Years Old,26
2012,8-San Antonio,Female,Anglo,Yes,Thirteen to Eighteen Years Old,7
2012,8-San Antonio,Female,Anglo,No,Birth to Five Years Old,13
2012,8-San Antonio,Female,Anglo,No,Six to Twelve Years Old,4
2012,8-San Antonio,Female,Hispanic,Yes,Birth to Five Years Old,139
2012,8-San Antonio,Female,Hispanic,Yes,Six to Twelve Years Old,112
2012,8-San Antonio,Female,Hispanic,Yes,Thirteen to Eighteen Years Old,21
2012,8-San Antonio,Female,Hispanic,No,Birth to Five Years Old,83
2012,8-San Antonio,Female,Hispanic,No,Six to Twelve Years Old,67
2012,8-San Antonio,Female,Hispanic,No,Thirteen to Eighteen Years Old,16
2012,8-San Antonio,Female,Native American,Yes,Birth to Five Years Old,1
2012,8-San Antonio,Female,Native American,Yes,Thirteen to Eighteen Years Old,1
2012,8-San Antonio,Female,Other,No,Birth to Five Years Old,13
2012,8-San Antonio,Female,Other,No,Six to Twelve Years Old,5
2012,8-San Antonio,Male,African American,Yes,Birth to Five Years Old,21
2012,8-San Antonio,Male,African American,Yes,Six to Twelve Years Old,12
2012,8-San Antonio,Male,African American,Yes,Thirteen to Eighteen Years Old,6
2012,8-San Antonio,Male,African American,No,Birth to Five Years Old,20
2012,8-San Antonio,Male,African American,No,Six to Twelve Years Old,6
2012,8-San Antonio,Male,African American,No,Thirteen to Eighteen Years Old,1
2012,8-San Antonio,Male,Anglo,Yes,Birth to Five Years Old,44
2012,8-San Antonio,Male,Anglo,Yes,Six to Twelve Years Old,19
2012,8-San Antonio,Male,Anglo,Yes,Thirteen to Eighteen Years Old,3
2012,8-San Antonio,Male,Anglo,No,Birth to Five Years Old,15
2012,8-San Antonio,Male,Anglo,No,Six to Twelve Years Old,9
2012,8-San Antonio,Male,Anglo,No,Thirteen to Eighteen Years Old,4
2012,8-San Antonio,Male,Hispanic,Yes,Birth to Five Years Old,145
2012,8-San Antonio,Male,Hispanic,Yes,Six to Twelve Years Old,100
2012,8-San Antonio,Male,Hispanic,Yes,Thirteen to Eighteen Years Old,20
2012,8-San Antonio,Male,Hispanic,No,Birth to Five Years Old,97
2012,8-San Antonio,Male,Hispanic,No,Six to Twelve Years Old,45
2012,8-San Antonio,Male,Hispanic,No,Thirteen to Eighteen Years Old,18
2012,8-San Antonio,Male,Other,No,Birth to Five Years Old,20
2012,8-San Antonio,Male,Other,No,Six to Twelve Years Old,2
2012,8-San Antonio,Male,Other,No,Thirteen to Eighteen Years Old,1
2012,9-Midland,Female,African American,Yes,Birth to Five Years Old,4
2012,9-Midland,Female,African American,No,Birth to Five Years Old,2
2012,9-Midland,Female,African American,No,Six to Twelve Years Old,1
2012,9-Midland,Female,Anglo,Yes,Birth to Five Years Old,4
2012,9-Midland,Female,Anglo,Yes,Six to Twelve Years Old,5
2012,9-Midland,Female,Anglo,Yes,Thirteen to Eighteen Years Old,4
2012,9-Midland,Female,Anglo,No,Birth to Five Years Old,1
2012,9-Midland,Female,Anglo,No,Six to Twelve Years Old,1
2012,9-Midland,Female,Hispanic,Yes,Birth to Five Years Old,7
2012,9-Midland,Female,Hispanic,Yes,Six to Twelve Years Old,5
2012,9-Midland,Female,Hispanic,Yes,Thirteen to Eighteen Years Old,1
2012,9-Midland,Female,Hispanic,No,Birth to Five Years Old,11
2012,9-Midland,Female,Hispanic,No,Six to Twelve Years Old,2
2012,9-Midland,Female,Hispanic,No,Thirteen to Eighteen Years Old,1
2012,9-Midland,Female,Other,No,Birth to Five Years Old,2
2012,9-Midland,Female,Other,No,Thirteen to Eighteen Years Old,1
2012,9-Midland,Male,African American,Yes,Six to Twelve Years Old,1
2012,9-Midland,Male,African American,No,Birth to Five Years Old,2
2012,9-Midland,Male,Anglo,Yes,Birth to Five Years Old,10
2012,9-Midland,Male,Anglo,Yes,Six to Twelve Years Old,4
2012,9-Midland,Male,Anglo,Yes,Thirteen to Eighteen Years Old,2
2012,9-Midland,Male,Anglo,No,Birth to Five Years Old,4
2012,9-Midland,Male,Anglo,No,Six to Twelve Years Old,1
2012,9-Midland,Male,Hispanic,Yes,Birth to Five Years Old,10
2012,9-Midland,Male,Hispanic,Yes,Six to Twelve Years Old,3
2012,9-Midland,Male,Hispanic,No,Birth to Five Years Old,12
2012,9-Midland,Male,Hispanic,No,Six to Twelve Years Old,6
2012,9-Midland,Male,Hispanic,No,Thirteen to Eighteen Years Old,1
2012,9-Midland,Male,Other,No,Birth to Five Years Old,1
2012,9-Midland,Male,Other,No,Six to Twelve Years Old,1
2012,10-El Paso,Female,Anglo,Yes,Six to Twelve Years Old,1
2012,10-El Paso,Female,Anglo,No,Birth to Five Years Old,1
2012,10-El Paso,Female,Anglo,No,Thirteen to Eighteen Years Old,1
2012,10-El Paso,Female,Asian,No,Birth to Five Years Old,1
2012,10-El Paso,Female,Asian,No,Six to Twelve Years Old,2
2012,10-El Paso,Female,Hispanic,Yes,Birth to Five Years Old,11
2012,10-El Paso,Female,Hispanic,Yes,Six to Twelve Years Old,10
2012,10-El Paso,Female,Hispanic,Yes,Thirteen to Eighteen Years Old,1
2012,10-El Paso,Female,Hispanic,No,Birth to Five Years Old,4
2012,10-El Paso,Female,Hispanic,No,Six to Twelve Years Old,6
2012,10-El Paso,Female,Hispanic,No,Thirteen to Eighteen Years Old,1
2012,10-El Paso,Male,African American,Yes,Birth to Five Years Old,1
2012,10-El Paso,Male,African American,No,Birth to Five Years Old,2
2012,10-El Paso,Male,Anglo,Yes,Birth to Five Years Old,2
2012,10-El Paso,Male,Anglo,Yes,Six to Twelve Years Old,1
2012,10-El Paso,Male,Anglo,Yes,Thirteen to Eighteen Years Old,2
2012,10-El Paso,Male,Anglo,No,Birth to Five Years Old,1
2012,10-El Paso,Male,Asian,No,Birth to Five Years Old,2
2012,10-El Paso,Male,Hispanic,Yes,Birth to Five Years Old,11
2012,10-El Paso,Male,Hispanic,Yes,Six to Twelve Years Old,12
2012,10-El Paso,Male,Hispanic,Yes,Thirteen to Eighteen Years Old,3
2012,10-El Paso,Male,Hispanic,No,Birth to Five Years Old,3
2012,10-El Paso,Male,Hispanic,No,Six to Twelve Years Old,8
2012,10-El Paso,Male,Other,No,Birth to Five Years Old,1
2012,10-El Paso,Male,Other,No,Six to Twelve Years Old,1
2012,11-Edinburg,Female,African American,Yes,Thirteen to Eighteen Years Old,3
2012,11-Edinburg,Female,Anglo,Yes,Birth to Five Years Old,3
2012,11-Edinburg,Female,Anglo,Yes,Thirteen to Eighteen Years Old,1
2012,11-Edinburg,Female,Anglo,No,Birth to Five Years Old,4
2012,11-Edinburg,Female,Anglo,No,Six to Twelve Years Old,1
2012,11-Edinburg,Female,Anglo,No,Thirteen to Eighteen Years Old,1
2012,11-Edinburg,Female,Hispanic,Yes,Birth to Five Years Old,30
2012,11-Edinburg,Female,Hispanic,Yes,Six to Twelve Years Old,17
2012,11-Edinburg,Female,Hispanic,Yes,Thirteen to Eighteen Years Old,9
2012,11-Edinburg,Female,Hispanic,No,Birth to Five Years Old,14
2012,11-Edinburg,Female,Hispanic,No,Six to Twelve Years Old,7
2012,11-Edinburg,Female,Hispanic,No,Thirteen to Eighteen Years Old,6
2012,11-Edinburg,Female,Other,No,Birth to Five Years Old,1
2012,11-Edinburg,Male,African American,Yes,Six to Twelve Years Old,2
2012,11-Edinburg,Male,African American,No,Birth to Five Years Old,2
2012,11-Edinburg,Male,African American,No,Six to Twelve Years Old,1
2012,11-Edinburg,Male,African American,No,Thirteen to Eighteen Years Old,1
2012,11-Edinburg,Male,Anglo,Yes,Birth to Five Years Old,3
2012,11-Edinburg,Male,Anglo,Yes,Six to Twelve Years Old,1
2012,11-Edinburg,Male,Anglo,No,Birth to Five Years Old,1
2012,11-Edinburg,Male,Hispanic,Yes,Birth to Five Years Old,38
2012,11-Edinburg,Male,Hispanic,Yes,Six to Twelve Years Old,22
2012,11-Edinburg,Male,Hispanic,Yes,Thirteen to Eighteen Years Old,9
2012,11-Edinburg,Male,Hispanic,No,Birth to Five Years Old,18
2012,11-Edinburg,Male,Hispanic,No,Six to Twelve Years Old,6
2012,11-Edinburg,Male,Hispanic,No,Thirteen to Eighteen Years Old,2
2012,11-Edinburg,Male,Other,No,Birth to Five Years Old,3
2011,1-Lubbock,Female,African American,Yes,Birth to Five Years Old,7
2011,1-Lubbock,Female,African American,Yes,Six to Twelve Years Old,4
2011,1-Lubbock,Female,African American,No,Birth to Five Years Old,15
2011,1-Lubbock,Female,African American,No,Six to Twelve Years Old,5
2011,1-Lubbock,Female,African American,No,Thirteen to Eighteen Years Old,1
2011,1-Lubbock,Female,Anglo,Yes,Birth to Five Years Old,15
2011,1-Lubbock,Female,Anglo,Yes,Six to Twelve Years Old,11
2011,1-Lubbock,Female,Anglo,Yes,Thirteen to Eighteen Years Old,3
2011,1-Lubbock,Female,Anglo,No,Birth to Five Years Old,2
2011,1-Lubbock,Female,Anglo,No,Six to Twelve Years Old,1
2011,1-Lubbock,Female,Anglo,No,Thirteen to Eighteen Years Old,1
2011,1-Lubbock,Female,Hispanic,Yes,Birth to Five Years Old,11
2011,1-Lubbock,Female,Hispanic,Yes,Six to Twelve Years Old,14
2011,1-Lubbock,Female,Hispanic,Yes,Thirteen to Eighteen Years Old,5
2011,1-Lubbock,Female,Hispanic,No,Birth to Five Years Old,11
2011,1-Lubbock,Female,Hispanic,No,Six to Twelve Years Old,13
2011,1-Lubbock,Female,Hispanic,No,Thirteen to Eighteen Years Old,5
2011,1-Lubbock,Female,Other,No,Birth to Five Years Old,3
2011,1-Lubbock,Male,African American,Yes,Birth to Five Years Old,6
2011,1-Lubbock,Male,African American,Yes,Six to Twelve Years Old,3
2011,1-Lubbock,Male,African American,Yes,Thirteen to Eighteen Years Old,2
2011,1-Lubbock,Male,African American,No,Birth to Five Years Old,11
2011,1-Lubbock,Male,African American,No,Six to Twelve Years Old,7
2011,1-Lubbock,Male,African American,No,Thirteen to Eighteen Years Old,1
2011,1-Lubbock,Male,Anglo,Yes,Birth to Five Years Old,8
2011,1-Lubbock,Male,Anglo,Yes,Six to Twelve Years Old,5
2011,1-Lubbock,Male,Anglo,Yes,Thirteen to Eighteen Years Old,3
2011,1-Lubbock,Male,Anglo,No,Birth to Five Years Old,3
2011,1-Lubbock,Male,Anglo,No,Six to Twelve Years Old,2
2011,1-Lubbock,Male,Anglo,No,Thirteen to Eighteen Years Old,1
2011,1-Lubbock,Male,Hispanic,Yes,Birth to Five Years Old,20
2011,1-Lubbock,Male,Hispanic,Yes,Six to Twelve Years Old,7
2011,1-Lubbock,Male,Hispanic,No,Birth to Five Years Old,16
2011,1-Lubbock,Male,Hispanic,No,Six to Twelve Years Old,9
2011,1-Lubbock,Male,Hispanic,No,Thirteen to Eighteen Years Old,4
2011,1-Lubbock,Male,Native American,No,Birth to Five Years Old,1
2011,1-Lubbock,Male,Other,No,Birth to Five Years Old,2
2011,1-Lubbock,Male,Other,No,Six to Twelve Years Old,1
2011,2-Abilene,Female,African American,Yes,Birth to Five Years Old,3
2011,2-Abilene,Female,African American,No,Birth to Five Years Old,7
2011,2-Abilene,Female,African American,No,Six to Twelve Years Old,2
2011,2-Abilene,Female,African American,No,Thirteen to Eighteen Years Old,1
2011,2-Abilene,Female,Anglo,Yes,Birth to Five Years Old,12
2011,2-Abilene,Female,Anglo,Yes,Six to Twelve Years Old,6
2011,2-Abilene,Female,Anglo,Yes,Thirteen to Eighteen Years Old,1
2011,2-Abilene,Female,Anglo,No,Birth to Five Years Old,2
2011,2-Abilene,Female,Anglo,No,Six to Twelve Years Old,1
2011,2-Abilene,Female,Hispanic,Yes,Birth to Five Years Old,1
2011,2-Abilene,Female,Hispanic,Yes,Six to Twelve Years Old,1
2011,2-Abilene,Female,Hispanic,No,Birth to Five Years Old,8
2011,2-Abilene,Female,Hispanic,No,Six to Twelve Years Old,5
2011,2-Abilene,Female,Hispanic,No,Thirteen to Eighteen Years Old,1
2011,2-Abilene,Female,Other,No,Birth to Five Years Old,1
2011,2-Abilene,Male,African American,No,Birth to Five Years Old,3
2011,2-Abilene,Male,African American,No,Six to Twelve Years Old,3
2011,2-Abilene,Male,Anglo,Yes,Birth to Five Years Old,14
2011,2-Abilene,Male,Anglo,Yes,Six to Twelve Years Old,10
2011,2-Abilene,Male,Anglo,Yes,Thirteen to Eighteen Years Old,4
2011,2-Abilene,Male,Anglo,No,Birth to Five Years Old,7
2011,2-Abilene,Male,Anglo,No,Six to Twelve Years Old,1
2011,2-Abilene,Male,Hispanic,Yes,Six to Twelve Years Old,2
2011,2-Abilene,Male,Hispanic,Yes,Thirteen to Eighteen Years Old,3
2011,2-Abilene,Male,Hispanic,No,Birth to Five Years Old,8
2011,2-Abilene,Male,Hispanic,No,Six to Twelve Years Old,2
2011,2-Abilene,Male,Hispanic,No,Thirteen to Eighteen Years Old,6
2011,3-Arlington,Female,African American,Yes,Birth to Five Years Old,39
2011,3-Arlington,Female,African American,Yes,Six to Twelve Years Old,26
2011,3-Arlington,Female,African American,Yes,Thirteen to Eighteen Years Old,7
2011,3-Arlington,Female,African American,No,Birth to Five Years Old,25
2011,3-Arlington,Female,African American,No,Six to Twelve Years Old,16
2011,3-Arlington,Female,African American,No,Thirteen to Eighteen Years Old,9
2011,3-Arlington,Female,Anglo,Yes,Birth to Five Years Old,69
2011,3-Arlington,Female,Anglo,Yes,Six to Twelve Years Old,54
2011,3-Arlington,Female,Anglo,Yes,Thirteen to Eighteen Years Old,17
2011,3-Arlington,Female,Anglo,No,Birth to Five Years Old,19
2011,3-Arlington,Female,Anglo,No,Six to Twelve Years Old,9
2011,3-Arlington,Female,Anglo,No,Thirteen to Eighteen Years Old,6
2011,3-Arlington,Female,Asian,No,Birth to Five Years Old,1
2011,3-Arlington,Female,Asian,No,Six to Twelve Years Old,2
2011,3-Arlington,Female,Asian,No,Thirteen to Eighteen Years Old,3
2011,3-Arlington,Female,Hispanic,Yes,Birth to Five Years Old,23
2011,3-Arlington,Female,Hispanic,Yes,Six to Twelve Years Old,14
2011,3-Arlington,Female,Hispanic,Yes,Thirteen to Eighteen Years Old,4
2011,3-Arlington,Female,Hispanic,No,Birth to Five Years Old,42
2011,3-Arlington,Female,Hispanic,No,Six to Twelve Years Old,27
2011,3-Arlington,Female,Hispanic,No,Thirteen to Eighteen Years Old,5
2011,3-Arlington,Female,Native American,No,Birth to Five Years Old,2
2011,3-Arlington,Female,Native American,No,Six to Twelve Years Old,1
2011,3-Arlington,Female,Native American,No,Thirteen to Eighteen Years Old,1
2011,3-Arlington,Female,Other,No,Birth to Five Years Old,9
2011,3-Arlington,Female,Other,No,Six to Twelve Years Old,1
2011,3-Arlington,Female,Other,No,Thirteen to Eighteen Years Old,1
2011,3-Arlington,Male,African American,Yes,Birth to Five Years Old,37
2011,3-Arlington,Male,African American,Yes,Six to Twelve Years Old,20
2011,3-Arlington,Male,African American,Yes,Thirteen to Eighteen Years Old,10
2011,3-Arlington,Male,African American,No,Birth to Five Years Old,31
2011,3-Arlington,Male,African American,No,Six to Twelve Years Old,16
2011,3-Arlington,Male,African American,No,Thirteen to Eighteen Years Old,5
2011,3-Arlington,Male,Anglo,Yes,Birth to Five Years Old,67
2011,3-Arlington,Male,Anglo,Yes,Six to Twelve Years Old,52
2011,3-Arlington,Male,Anglo,Yes,Thirteen to Eighteen Years Old,14
2011,3-Arlington,Male,Anglo,No,Birth to Five Years Old,17
2011,3-Arlington,Male,Anglo,No,Six to Twelve Years Old,10
2011,3-Arlington,Male,Anglo,No,Thirteen to Eighteen Years Old,3
2011,3-Arlington,Male,Asian,No,Birth to Five Years Old,3
2011,3-Arlington,Male,Asian,No,Six to Twelve Years Old,1
2011,3-Arlington,Male,Hispanic,Yes,Birth to Five Years Old,11
2011,3-Arlington,Male,Hispanic,Yes,Six to Twelve Years Old,11
2011,3-Arlington,Male,Hispanic,Yes,Thirteen to Eighteen Years Old,1
2011,3-Arlington,Male,Hispanic,No,Birth to Five Years Old,39
2011,3-Arlington,Male,Hispanic,No,Six to Twelve Years Old,20
2011,3-Arlington,Male,Hispanic,No,Thirteen to Eighteen Years Old,8
2011,3-Arlington,Male,Native American,No,Birth to Five Years Old,1
2011,3-Arlington,Male,Native American,No,Six to Twelve Years Old,1
2011,3-Arlington,Male,Other,No,Birth to Five Years Old,9
2011,3-Arlington,Male,Other,No,Six to Twelve Years Old,3
2011,3-Arlington,Male,Other,No,Thirteen to Eighteen Years Old,2
2011,4-Tyler,Female,African American,Yes,Birth to Five Years Old,8
2011,4-Tyler,Female,African American,Yes,Six to Twelve Years Old,10
2011,4-Tyler,Female,African American,Yes,Thirteen to Eighteen Years Old,2
2011,4-Tyler,Female,African American,No,Birth to Five Years Old,9
2011,4-Tyler,Female,African American,No,Six to Twelve Years Old,6
2011,4-Tyler,Female,Anglo,Yes,Birth to Five Years Old,31
2011,4-Tyler,Female,Anglo,Yes,Six to Twelve Years Old,24
2011,4-Tyler,Female,Anglo,Yes,Thirteen to Eighteen Years Old,6
2011,4-Tyler,Female,Anglo,No,Birth to Five Years Old,3
2011,4-Tyler,Female,Anglo,No,Six to Twelve Years Old,2
2011,4-Tyler,Female,Hispanic,Yes,Birth to Five Years Old,2
2011,4-Tyler,Female,Hispanic,Yes,Six to Twelve Years Old,5
2011,4-Tyler,Female,Hispanic,No,Birth to Five Years Old,13
2011,4-Tyler,Female,Hispanic,No,Six to Twelve Years Old,7
2011,4-Tyler,Female,Hispanic,No,Thirteen to Eighteen Years Old,2
2011,4-Tyler,Female,Native American,No,Six to Twelve Years Old,1
2011,4-Tyler,Female,Other,No,Birth to Five Years Old,1
2011,4-Tyler,Male,African American,Yes,Birth to Five Years Old,9
2011,4-Tyler,Male,African American,Yes,Six to Twelve Years Old,5
2011,4-Tyler,Male,African American,Yes,Thirteen to Eighteen Years Old,2
2011,4-Tyler,Male,African American,No,Birth to Five Years Old,10
2011,4-Tyler,Male,African American,No,Six to Twelve Years Old,2
2011,4-Tyler,Male,African American,No,Thirteen to Eighteen Years Old,3
2011,4-Tyler,Male,Anglo,Yes,Birth to Five Years Old,38
2011,4-Tyler,Male,Anglo,Yes,Six to Twelve Years Old,26
2011,4-Tyler,Male,Anglo,Yes,Thirteen to Eighteen Years Old,7
2011,4-Tyler,Male,Anglo,No,Birth to Five Years Old,4
2011,4-Tyler,Male,Hispanic,Yes,Birth to Five Years Old,2
2011,4-Tyler,Male,Hispanic,Yes,Six to Twelve Years Old,1
2011,4-Tyler,Male,Hispanic,No,Birth to Five Years Old,5
2011,4-Tyler,Male,Hispanic,No,Six to Twelve Years Old,3
2011,4-Tyler,Male,Native American,No,Thirteen to Eighteen Years Old,1
2011,4-Tyler,Male,Other,No,Birth to Five Years Old,2
2011,4-Tyler,Male,Other,No,Six to Twelve Years Old,2
2011,5-Beaumont,Female,African American,Yes,Birth to Five Years Old,14
2011,5-Beaumont,Female,African American,Yes,Six to Twelve Years Old,4
2011,5-Beaumont,Female,African American,Yes,Thirteen to Eighteen Years Old,2
2011,5-Beaumont,Female,African American,No,Birth to Five Years Old,4
2011,5-Beaumont,Female,African American,No,Six to Twelve Years Old,1
2011,5-Beaumont,Female,Anglo,Yes,Birth to Five Years Old,33
2011,5-Beaumont,Female,Anglo,Yes,Six to Twelve Years Old,13
2011,5-Beaumont,Female,Anglo,Yes,Thirteen to Eighteen Years Old,3
2011,5-Beaumont,Female,Anglo,No,Birth to Five Years Old,2
2011,5-Beaumont,Female,Anglo,No,Thirteen to Eighteen Years Old,1
2011,5-Beaumont,Female,Hispanic,Yes,Birth to Five Years Old,5
2011,5-Beaumont,Female,Hispanic,Yes,Six to Twelve Years Old,1
2011,5-Beaumont,Female,Hispanic,No,Birth to Five Years Old,2
2011,5-Beaumont,Female,Other,No,Six to Twelve Years Old,1
2011,5-Beaumont,Male,African American,Yes,Birth to Five Years Old,6
2011,5-Beaumont,Male,African American,Yes,Six to Twelve Years Old,6
2011,5-Beaumont,Male,African American,Yes,Thirteen to Eighteen Years Old,2
2011,5-Beaumont,Male,African American,No,Birth to Five Years Old,4
2011,5-Beaumont,Male,African American,No,Six to Twelve Years Old,2
2011,5-Beaumont,Male,Anglo,Yes,Birth to Five Years Old,19
2011,5-Beaumont,Male,Anglo,Yes,Six to Twelve Years Old,5
2011,5-Beaumont,Male,Anglo,Yes,Thirteen to Eighteen Years Old,1
2011,5-Beaumont,Male,Anglo,No,Birth to Five Years Old,1
2011,5-Beaumont,Male,Anglo,No,Six to Twelve Years Old,1
2011,5-Beaumont,Male,Hispanic,Yes,Birth to Five Years Old,1
2011,5-Beaumont,Male,Hispanic,Yes,Six to Twelve Years Old,1
2011,5-Beaumont,Male,Hispanic,No,Birth to Five Years Old,9
2011,5-Beaumont,Male,Hispanic,No,Six to Twelve Years Old,2
2011,5-Beaumont,Male,Other,No,Birth to Five Years Old,1
2011,6-Houston,Female,African American,Yes,Birth to Five Years Old,90
2011,6-Houston,Female,African American,Yes,Six to Twelve Years Old,65
2011,6-Houston,Female,African American,Yes,Thirteen to Eighteen Years Old,21
2011,6-Houston,Female,African American,No,Birth to Five Years Old,53
2011,6-Houston,Female,African American,No,Six to Twelve Years Old,18
2011,6-Houston,Female,African American,No,Thirteen to Eighteen Years Old,2
2011,6-Houston,Female,Anglo,Yes,Birth to Five Years Old,46
2011,6-Houston,Female,Anglo,Yes,Six to Twelve Years Old,35
2011,6-Houston,Female,Anglo,Yes,Thirteen to Eighteen Years Old,10
2011,6-Houston,Female,Anglo,No,Birth to Five Years Old,10
2011,6-Houston,Female,Anglo,No,Six to Twelve Years Old,10
2011,6-Houston,Female,Anglo,No,Thirteen to Eighteen Years Old,2
2011,6-Houston,Female,Hispanic,Yes,Birth to Five Years Old,42
2011,6-Houston,Female,Hispanic,Yes,Six to Twelve Years Old,14
2011,6-Houston,Female,Hispanic,Yes,Thirteen to Eighteen Years Old,6
2011,6-Houston,Female,Hispanic,No,Birth to Five Years Old,41
2011,6-Houston,Female,Hispanic,No,Six to Twelve Years Old,23
2011,6-Houston,Female,Hispanic,No,Thirteen to Eighteen Years Old,9
2011,6-Houston,Female,Native American,No,Birth to Five Years Old,1
2011,6-Houston,Female,Other,No,Birth to Five Years Old,4
2011,6-Houston,Male,African American,Yes,Birth to Five Years Old,99
2011,6-Houston,Male,African American,Yes,Six to Twelve Years Old,79
2011,6-Houston,Male,African American,Yes,Thirteen to Eighteen Years Old,14
2011,6-Houston,Male,African American,No,Birth to Five Years Old,67
2011,6-Houston,Male,African American,No,Six to Twelve Years Old,13
2011,6-Houston,Male,African American,No,Thirteen to Eighteen Years Old,3
2011,6-Houston,Male,Anglo,Yes,Birth to Five Years Old,56
2011,6-Houston,Male,Anglo,Yes,Six to Twelve Years Old,35
2011,6-Houston,Male,Anglo,Yes,Thirteen to Eighteen Years Old,10
2011,6-Houston,Male,Anglo,No,Birth to Five Years Old,19
2011,6-Houston,Male,Anglo,No,Six to Twelve Years Old,6
2011,6-Houston,Male,Anglo,No,Thirteen to Eighteen Years Old,5
